"","sexo","civil","escolaridade","escolaridade_ancora","escolaridade_ancora2","tempo_de_empresa","esta_satisfeito","carga_horaria","outra_atividade","outra_atividade_ancora","pensa_empreendedor","v1","v2","v3","v4","v5","v6","v7","v8","v9","v10","v11","v12","v13","v14","v15","v16","v17","v18","v19","v20","v21","v22","v23","v24","v25","v26","v27","v28","v29","v30","v31","v32","v33","v34","v35","v36","v37","v38","v39","v40","v41","v42","v43","v44","v45","v46","v47","v48","v49","v50","v51","v52","v53","v54","teg","tendencia_risco","tendencia_criativa","necessidade_realizacao","tendencia_autonomia","tendencia_determinacao","escolaridade_fct","sexo_fct"
"75",1,2,3,"",2,5,1,1,1,"",2,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,34,7,7,7,4,9,"Colegial","masculino"
"76",2,2,3,"",3,4,1,3,1,"",2,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,27,7,4,4,4,8,"Colegial","feminino"
"77",1,2,3,"",3,5,1,1,1,"",2,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,32,6,7,8,3,8,"Colegial","masculino"
"78",1,1,3,"",2,11,1,3,1,"",3,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,35,8,7,9,4,7,"Colegial","masculino"
"79",1,3,3,"",3,6,1,1,1,"",1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,32,9,4,8,3,8,"Colegial","masculino"
"80",1,2,3,"",3,5,1,1,1,"",3,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,27,4,4,8,2,9,"Colegial","masculino"
"81",1,2,3,"",3,7,1,3,1,"",1,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,27,6,4,6,4,7,"Colegial","masculino"
"82",1,2,3,"",3,5,1,3,1,"",3,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,27,4,2,10,3,8,"Colegial","masculino"
"83",1,2,3,"",3,8,1,1,1,"",3,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,30,4,5,10,2,9,"Colegial","masculino"
"84",1,2,3,"",3,5,1,1,1,"",2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,31,6,5,9,3,8,"Colegial","masculino"
"85",2,2,3,"",3,6,1,2,1,"",3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,39,6,10,11,4,8,"Colegial","feminino"
"86",1,2,3,"",3,10,1,2,1,"",2,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,24,2,5,7,0,10,"Colegial","masculino"
"87",1,1,3,"",3,5,1,2,1,"",1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,24,3,3,7,1,10,"Colegial","masculino"
"88",1,2,3,"",3,16,1,2,1,"",2,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,1,42,10,9,10,4,9,"Colegial","masculino"
"89",1,2,3,"",3,18,1,2,1,"",3,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,30,7,8,6,3,6,"Colegial","masculino"
"90",2,1,3,"",3,3,1,3,1,"",2,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,27,7,6,6,3,5,"Colegial","feminino"
"91",1,1,3,"",3,8,1,2,1,"",3,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,26,6,5,6,3,6,"Colegial","masculino"
"92",2,2,3,"",3,10,1,3,1,"",3,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,25,6,6,7,3,3,"Colegial","feminino"
"93",1,2,3,"",1,32,1,2,1,"",3,1,0,0,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,32,5,7,7,3,10,"Colegial","masculino"
"94",1,1,3,"",3,1,3,2,1,"",4,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,27,8,6,7,3,3,"Colegial","masculino"
"95",1,1,3,"",2,6,1,3,1,"",3,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,27,8,7,4,1,7,"Colegial","masculino"
"96",1,2,3,"",2,8,1,2,1,"",2,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,32,4,9,7,5,7,"Colegial","masculino"
"97",1,1,3,"",2,5,1,3,1,"",3,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,24,6,4,2,5,7,"Colegial","masculino"
"98",1,2,3,"",2,25,1,2,1,"",3,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,32,5,10,7,4,6,"Colegial","masculino"
"99",1,2,3,"",1,35,1,3,1,"",2,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,24,5,8,4,3,4,"Colegial","masculino"
"100",1,1,3,"",2,10,1,3,1,"",2,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,32,8,9,8,2,5,"Colegial","masculino"
"101",1,2,3,"",2,20,1,3,1,"",3,1,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1,1,0,27,7,6,5,3,6,"Colegial","masculino"
"102",1,2,3,"",2,12,1,2,1,"",2,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,26,6,6,3,2,9,"Colegial","masculino"
"103",1,2,3,"",2,12,3,3,1,"",3,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,33,8,9,6,2,8,"Colegial","masculino"
"104",1,2,3,"",3,13,1,3,1,"",2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,27,6,6,6,3,6,"Colegial","masculino"
"105",1,2,3,"",3,10,1,3,1,"",3,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,25,6,7,6,1,5,"Colegial","masculino"
"106",1,2,3,"",1,15,1,2,1,"",1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,28,8,6,5,2,7,"Colegial","masculino"
"107",1,2,3,"",3,4,1,3,1,"",2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,25,4,9,4,3,5,"Colegial","masculino"
"108",1,2,3,"",3,10,1,3,1,"",2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,23,5,7,5,2,4,"Colegial","masculino"
"109",2,1,3,"",1,2,1,3,1,"",2,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,39,8,8,9,5,9,"Colegial","feminino"
"110",1,2,3,"",3,5,1,3,1,"",1,0,1,0,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,30,7,6,4,4,9,"Colegial","masculino"
"111",1,1,3,"",3,2.2,1,1,1,"",3,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,35,5,8,9,4,9,"Colegial","masculino"
"112",1,2,3,"",3,12,1,2,1,"",2,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,25,8,5,5,1,6,"Colegial","masculino"
"113",1,2,3,"",3,9,1,2,1,"",2,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,28,4,8,6,2,8,"Colegial","masculino"
"114",1,2,3,"",3,7,1,1,1,"",2,0,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,27,5,9,5,3,5,"Colegial","masculino"
"115",1,1,3,"",3,6,3,1,1,"",3,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,32,8,9,8,1,6,"Colegial","masculino"
"116",1,2,3,"",3,11,1,2,1,"",2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,28,7,5,6,2,8,"Colegial","masculino"
"117",1,2,3,"",3,4,1,2,1,"",3,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,20,7,2,4,3,4,"Colegial","masculino"
"118",1,4,3,"",3,11,1,2,1,"",3,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,32,6,9,10,2,5,"Colegial","masculino"
"119",1,3,3,"",3,17,1,2,1,"",3,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,27,5,9,4,4,5,"Colegial","masculino"
"120",1,2,3,"",3,7,1,2,1,"",3,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,30,7,7,6,2,8,"Colegial","masculino"
"121",1,2,3,"",1,2,1,1,1,"",3,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,26,6,6,6,2,6,"Colegial","masculino"
"122",2,2,3,"",2,5,1,1,1,"",3,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,34,9,4,7,3,11,"Colegial","feminino"
"123",1,3,3,"",3,21,1,2,1,"",2,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,31,7,8,7,2,7,"Colegial","masculino"
"124",1,1,3,"",3,2,1,3,1,"",2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,37,5,7,11,4,10,"Colegial","masculino"
"125",1,2,4,"",1,3,1,3,1,"",2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,29,8,6,7,2,6,"superior","masculino"
"126",1,1,4,"",3,4,1,2,1,"",1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,36,8,7,8,3,10,"superior","masculino"
"127",1,2,4,"",3,8,1,2,2,"proprietario salao d",3,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,39,8,10,10,5,6,"superior","masculino"
"128",1,1,4,"",1,3.5,1,1,2,"aula aos sábados",3,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,1,26,6,6,4,3,7,"superior","masculino"
"129",1,2,4,"",2,8,2,2,1,"",4,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,32,7,6,9,3,7,"superior","masculino"
"130",1,2,4,"",1,2.5,1,1,2,"Motorista Particular",2,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,24,6,5,5,1,7,"superior","masculino"
"131",1,2,4,"",3,2.2,1,2,1,"",1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,31,6,6,8,3,8,"superior","masculino"
"132",1,1,4,"",1,5,1,2,1,"",2,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,30,9,7,4,3,7,"superior","masculino"
"133",1,1,4,"",1,3.5,1,2,1,"",1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,41,9,8,10,4,10,"superior","masculino"
"134",1,1,4,"",1,3,1,1,1,"",1,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,24,7,5,5,2,5,"superior","masculino"
"135",1,2,4,"",2,2,1,3,1,"",3,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,25,7,5,4,3,6,"superior","masculino"
"136",1,1,4,"",3,4,1,1,1,"",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,40,8,8,10,6,8,"superior","masculino"
"137",1,2,4,"",2,10,1,3,1,"",2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,27,5,7,8,2,5,"superior","masculino"
"138",1,1,4,"",2,5,1,3,1,"",3,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,29,4,7,8,4,6,"superior","masculino"
"139",1,2,4,"",3,5,1,2,1,"",1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,40,10,7,10,4,9,"superior","masculino"
"140",1,2,4,"",1,12,1,3,1,"",2,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,33,7,6,7,5,8,"superior","masculino"
"141",1,3,4,"",1,19,1,2,1,"",2,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,29,6,4,7,5,7,"superior","masculino"
"142",1,1,4,"",1,2.2,1,3,1,"",2,0,1,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,29,7,7,6,2,7,"superior","masculino"
"143",1,1,4,"",1,2,1,2,1,"",2,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,33,5,8,8,4,8,"superior","masculino"
"144",1,1,4,"",1,3,1,1,1,"",3,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,34,7,7,9,3,8,"superior","masculino"
"145",1,1,4,"",1,3,1,3,1,"",1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1,0,35,6,8,9,3,9,"superior","masculino"
"146",1,2,4,"",3,3,1,1,1,"",2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,29,6,8,5,3,7,"superior","masculino"
"147",2,1,4,"",3,2,1,3,1,"",3,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,37,7,6,11,6,7,"superior","feminino"
